Wall time,Step,Value
1495695934.687376,8733,0.9375
1495695935.7544658,8748,0.96875
1495695937.2422757,8769,0.9609375
1495695938.3051014,8784,0.96875
1495695946.9528072,8902,0.9453125
1495695956.421538,9029,0.9609375
1495695963.8412197,9127,0.96875
1495695973.1432223,9250,0.9453125
1495695975.912583,9286,0.9609375
1495695977.510045,9308,0.96875
1495695980.849824,9352,0.9765625
1495695982.827779,9380,0.90625
1495695989.321575,9468,0.96875
1495695993.53901,9524,0.953125
1495695998.9145286,9598,0.9140625
1495696002.1179633,9643,0.9453125
1495696017.479328,9854,0.9453125
1495696025.231734,9960,0.96875
1495696025.463537,9963,0.9765625
1495696027.4728904,9989,0.90625
1495696029.6613793,10020,0.9296875
1495696042.7764418,10199,0.953125
1495696043.2087402,10204,0.953125
1495696043.7959604,10212,0.9921875
1495696055.7683926,10374,0.984375
1495696059.5714798,10427,0.953125
1495696061.7824693,10456,0.96875
1495696067.2511675,10531,0.9375
1495696074.329061,10624,0.96875
1495696074.538741,10627,0.96875
1495696083.7166452,10752,0.9375
1495696099.1177235,10965,0.9921875
1495696101.6034281,10998,0.9765625
1495696104.5575087,11040,0.9765625
1495696107.007671,11072,0.953125
1495696108.4740129,11093,0.9375
1495696114.0200164,11168,0.9609375
1495696115.047934,11182,0.9765625
1495696115.5507584,11189,0.9375
1495696121.4414203,11269,0.984375
1495696134.5636234,11448,0.953125
1495696136.9739864,11481,0.9609375
1495696139.5160434,11517,0.96875
1495696149.9731784,11660,0.90625
1495696152.8418598,11697,0.96875
1495696167.3471036,11898,0.9921875
1495696169.153481,11922,0.9921875
1495696171.8622835,11960,0.9609375
1495696172.2929857,11966,0.96875
1495696184.3339577,12130,0.953125
1495696185.3902018,12145,0.96875
1495696187.9410286,12179,0.984375
1495696192.2329395,12236,0.984375
1495696200.4221623,12347,0.953125
1495696205.8452466,12421,0.96875
1495696213.845499,12531,0.96875
1495696229.7808814,12751,0.96875
1495696244.741236,12956,0.9765625
1495696248.4072657,13007,0.96875
1495696255.3536463,13101,0.96875
1495696263.6975,13217,0.96875
1495696267.7285933,13272,0.984375
1495696269.8440852,13302,0.9921875
1495696270.1433523,13306,0.9609375
1495696273.3040023,13348,0.9609375
1495696275.542527,13380,0.9765625
1495696277.5545137,13407,0.96875
1495696278.9327664,13424,0.9453125
1495696280.0021963,13439,0.984375
1495696280.7073467,13449,0.953125
1495696286.8174517,13533,0.9765625
1495696297.1440256,13675,0.9765625
1495696298.2549038,13691,0.9765625
1495696298.4725919,13694,0.9453125
1495696298.6732967,13697,0.953125
1495696315.7982433,13925,0.96875
1495696319.2354069,13972,0.984375
1495696327.9577284,14093,0.953125
1495696338.4394057,14237,0.96875
1495696342.0183537,14285,0.9453125
1495696343.1329868,14301,0.96875
1495696345.2356398,14331,0.9765625
1495696348.901704,14380,0.9921875
1495696350.1838095,14398,0.9765625
1495696351.16496,14412,0.9609375
1495696356.1002848,14479,0.984375
1495696359.3479962,14523,0.9765625
1495696361.2707524,14550,0.9609375
1495696370.0429454,14669,0.984375
1495696375.75134,14747,0.9765625
1495696382.575478,14840,0.96875
1495696383.0099697,14846,0.984375
1495696384.5590103,14868,0.9921875
1495696391.1651042,14958,0.96875
1495696398.6478937,15059,0.984375
1495696404.4084265,15136,0.953125
1495696406.400472,15164,0.96875
1495696413.153826,15257,0.9453125
1495696416.315466,15299,0.9375
1495696418.6409092,15332,0.9609375
1495696422.133007,15379,0.9765625
1495696423.4115126,15397,0.9765625
1495696433.697291,15532,0.96875
1495696444.7922852,15683,0.9453125
1495696451.9987996,15783,1.0
1495696458.079433,15866,0.984375
1495696463.2809966,15937,0.9609375
1495696470.412507,16034,1.0
1495696471.2731488,16046,0.9765625
1495696473.3559356,16074,0.96875
1495696475.1135106,16099,0.96875
1495696481.9797382,16195,0.9765625
1495696492.744949,16341,0.9765625
1495696497.751061,16408,0.9921875
1495696500.9789884,16453,0.984375
1495696522.3837457,16746,0.9921875
1495696526.3576682,16800,0.96875
1495696528.2494304,16826,0.984375
1495696530.7527983,16859,0.9765625
1495696532.2334595,16880,0.96875
1495696544.3176816,17045,0.96875
1495696546.5936017,17077,0.9296875
1495696554.2868433,17177,0.9765625
1495696556.4538665,17208,0.9765625
1495696557.0349915,17216,0.96875
1495696585.8514526,17535,0.96875
1495696590.2246385,17594,0.96875
1495696592.1903756,17622,0.9765625
1495696592.3922064,17625,0.9609375
1495696593.2369206,17637,0.984375
1495696596.9426723,17685,0.9609375
1495696610.7176075,17875,0.9921875
1495696611.2113514,17881,0.9765625
1495696622.0539258,18019,0.9765625
1495696627.3530898,18089,0.9609375
1495696627.4264917,18090,0.984375
1495696633.6747515,18174,0.9921875
1495696641.398761,18275,0.953125
1495696645.3414767,18329,0.9765625
1495696645.5660858,18332,0.96875
1495696653.9541924,18442,0.9765625
1495696657.935005,18494,0.96875
1495696660.1945546,18526,0.96875
1495696661.8683238,18544,0.984375
1495696670.1204472,18649,0.984375
1495696677.1068525,18742,0.9609375
1495696678.3193786,18759,0.9765625
1495696680.7440631,18790,0.984375
1495696683.8870847,18834,0.9921875
1495696685.7322872,18860,0.96875
1495696687.7762403,18886,0.953125
1495696708.7505994,19172,0.9765625
1495696709.5155947,19182,0.9765625
1495696709.7328382,19184,0.9921875
1495696721.87239,19348,0.9765625
1495696736.4869902,19548,1.0
1495696736.6256838,19550,0.96875
1495696743.93584,19650,0.96875
1495696744.851897,19661,0.9921875
1495696746.846435,19689,0.96875
1495696748.6947546,19715,0.96875
1495696763.0506058,19906,0.984375
1495696765.1315997,19935,0.9921875
1495696766.4184315,19953,0.9765625
1495696772.060399,20011,0.9765625
1495696773.9666767,20034,0.984375
1495696774.1190794,20036,0.9765625
1495696780.9347744,20102,0.984375
1495696781.5856223,20111,0.984375
1495696783.7628284,20142,0.9921875
1495696785.4355009,20163,0.953125
1495696787.212344,20188,0.9609375
1495696792.8991792,20262,0.9765625
1495696796.073746,20304,0.9765625
1495696800.8385446,20370,0.984375
1495696807.127425,20457,0.9921875
1495696815.2496111,20568,0.9921875
1495696818.2035012,20609,0.984375
1495696825.0241344,20701,0.9765625
1495696825.6782203,20710,0.9921875
1495696842.3856773,20939,0.96875
1495696843.8019457,20959,0.96875
1495696845.5147676,20983,0.9921875
1495696851.5622694,21066,0.953125
1495696861.1593406,21195,1.0
1495696869.2597003,21308,0.9921875
1495696878.2371068,21431,0.9921875
