Wall time,Step,Value
1495660381.2428274,28671,0.9609375
1495660381.4312272,28762,0.9140625
1495660381.6988459,28810,0.953125
1495660382.1556602,29003,0.9296875
1495660382.5791783,29189,0.9296875
1495660383.0167584,29307,0.890625
1495660383.1666517,29375,0.9140625
1495660383.2924402,29421,0.890625
1495660385.0065227,30078,0.859375
1495660385.409905,30234,0.9375
1495660385.7508333,30364,0.9609375
1495660386.352451,30523,0.90625
1495660387.0332234,30788,0.9296875
1495660387.3052492,30902,0.90625
1495660388.0068195,31159,0.9453125
1495660389.3399549,31582,0.921875
1495660389.4408865,31632,0.921875
1495660389.94975,31804,0.921875
1495660390.0572038,31841,0.90625
1495660390.661317,32088,0.9296875
1495660391.9110968,32334,0.953125
1495660392.8497336,32539,0.890625
1495660392.9142473,32567,0.90625
1495660393.565711,32744,0.90625
1495660396.2060783,33330,0.9453125
1495660396.3288271,33353,0.90625
1495660397.1594524,33522,0.9296875
1495660397.1616523,33523,0.8984375
1495660397.311488,33586,0.9375
1495660397.5022244,33668,0.9296875
1495660397.8520088,33797,0.8984375
1495660398.0388713,33854,0.9453125
1495660398.394142,33963,0.8984375
1495660398.604619,34034,0.8984375
1495660398.9361534,34169,0.9140625
1495660399.7504244,34508,0.8671875
1495660400.149395,34676,0.8984375
1495660401.8054254,35336,0.9140625
1495660403.3518386,36002,0.9140625
1495660404.0246236,36199,0.9140625
1495660404.1124218,36239,0.9296875
1495660404.4715683,36362,0.9140625
1495660405.6527243,36843,0.8828125
1495660406.055084,36977,0.921875
1495660406.4870224,37180,0.8984375
1495660406.90275,37377,0.921875
1495660407.6839027,37678,0.890625
1495660407.7300618,37701,0.890625
1495660408.2572803,37893,0.921875
1495660409.1123421,38250,0.90625
1495660409.3350513,38327,0.9453125
1495660409.8828042,38529,0.84375
1495660410.0659084,38614,0.9140625
1495660410.4052868,38725,0.9375
1495660410.518983,38776,0.921875
1495660411.0691524,39024,0.921875
1495660412.0401425,39417,0.90625
1495660412.4683104,39560,0.9765625
1495660412.9222062,39769,0.921875
1495660413.2669208,39929,0.953125
1495660413.7277133,40100,0.921875
1495660414.0451336,40257,0.921875
1495660414.315929,40386,0.9296875
1495660414.4692202,40406,0.9296875
1495660415.262519,40703,0.9296875
1495660415.8827312,40934,0.859375
1495660416.4354665,41195,0.9296875
